code,title,Level,Hierarchical_structure,parent,noc1d,noc2d,noc3d,noc4d
64,Intermediate Sales and Service Occupations,2,Major group,6,6,64,NA,NA
641,"Sales Representatives, Wholesale Trade",3,Minor group,64,6,64,641,NA
6411,Sales Representatives - Wholesale Trade (Non-Technical),4,Unit group,641,6,64,641,6411
642,Retail Salespersons and Sales Clerks,3,Minor group,64,6,64,642,NA
6421,Retail Salespersons and Sales Clerks,4,Unit group,642,6,64,642,6421
643,Occupations in Travel and Accommodation,3,Minor group,64,6,64,643,NA
6431,Travel Counsellors,4,Unit group,643,6,64,643,6431
6432,Pursers and Flight Attendants,4,Unit group,643,6,64,643,6432
6433,Airline Sales and Service Agents,4,Unit group,643,6,64,643,6433
6434,"Ticket Agents, Cargo Service Representatives and Related Clerks (Except Airline)",4,Unit group,643,6,64,643,6434
6435,Hotel Front Desk Clerks,4,Unit group,643,6,64,643,6435
644,Tour and Recreational Guides and Casino Occupations,3,Minor group,64,6,64,644,NA
6441,Tour and Travel Guides,4,Unit group,644,6,64,644,6441
6442,Outdoor Sport and Recreational Guides,4,Unit group,644,6,64,644,6442
6443,Casino Occupations,4,Unit group,644,6,64,644,6443
645,Occupations in Food and Beverage Service,3,Minor group,64,6,64,645,NA
6451,Maîtres d'hôtel and Hosts/Hostesses,4,Unit group,645,6,64,645,6451
6452,Bartenders,4,Unit group,645,6,64,645,6452
6453,Food and Beverage Servers,4,Unit group,645,6,64,645,6453
646,Other Occupations in Protective Service,3,Minor group,64,6,64,646,NA
6461,Sheriffs and Bailiffs,4,Unit group,646,6,64,646,6461
6462,Correctional Service Officers,4,Unit group,646,6,64,646,6462
6463,"By-Law Enforcement and Other Regulatory Officers, n.e.c.",4,Unit group,646,6,64,646,6463
6464,Occupations Unique to the Armed Forces,4,Unit group,646,6,64,646,6464
6465,Other Protective Service Occupations,4,Unit group,646,6,64,646,6465
647,Childcare and Home Support Workers,3,Minor group,64,6,64,647,NA
6471,"Visiting Homemakers, Housekeepers and Related Occupations",4,Unit group,647,6,64,647,6471
6472,Elementary and Secondary School Teacher Assistants,4,Unit group,647,6,64,647,6472
6474,"Babysitters, Nannies and Parents' Helpers",4,Unit group,647,6,64,647,6474
648,Other Occupations in Personal Service,3,Minor group,64,6,64,648,NA
6481,"Image, Social and Other Personal Consultants",4,Unit group,648,6,64,648,6481
6482,"Estheticians, Electrologists and Related Occupations",4,Unit group,648,6,64,648,6482
6483,Pet Groomers and Animal Care Workers,4,Unit group,648,6,64,648,6483
6484,Other Personal Service Occupations,4,Unit group,648,6,64,648,6484
66,Elemental Sales and Service Occupations,2,Major group,6,6,66,NA,NA
661,Cashiers,3,Minor group,66,6,66,661,NA
6611,Cashiers,4,Unit group,661,6,66,661,6611
662,Other Sales and Related Occupations,3,Minor group,66,6,66,662,NA
6621,Service Station Attendants,4,Unit group,662,6,66,662,6621
6622,Grocery Clerks and Store Shelf Stockers,4,Unit group,662,6,66,662,6622
6623,Other Elemental Sales Occupations,4,Unit group,662,6,66,662,6623
664,"Food Counter Attendants, Kitchen Helpers and Related Occupations",3,Minor group,66,6,66,664,NA
6641,"Food Counter Attendants, Kitchen Helpers and Related Occupations",4,Unit group,664,6,66,664,6641
665,Security Guards and Related Occupations,3,Minor group,66,6,66,665,NA
6651,Security Guards and Related Occupations,4,Unit group,665,6,66,665,6651
666,Cleaners,3,Minor group,66,6,66,666,NA
6661,Light Duty Cleaners,4,Unit group,666,6,66,666,6661
6662,Specialized Cleaners,4,Unit group,666,6,66,666,6662
6663,"Janitors, Caretakers and Building Superintendents",4,Unit group,666,6,66,666,6663
667,"Other Occupations in Travel, Accommodation, Amusement and Recreation",3,Minor group,66,6,66,667,NA
6671,"Operators and Attendants in Amusement, Recreation and Sport",4,Unit group,667,6,66,667,6671
6672,Other Attendants in Accommodation and Travel,4,Unit group,667,6,66,667,6672
668,Other Elemental Service Occupations,3,Minor group,66,6,66,668,NA
6681,Dry Cleaning and Laundry Occupations,4,Unit group,668,6,66,668,6681
6682,"Ironing, Pressing and Finishing Occupations",4,Unit group,668,6,66,668,6682
6683,Other Elemental Service Occupations,4,Unit group,668,6,66,668,6683
7,"Trades, Transport and Equipment Operators and Related Occupations",1,Broad occupational category,NA,7,NA,NA,NA
72,Trades and Skilled Transport and Equipment Operators,2,Major group,7,7,72,NA,NA
721,"Contractors and Supervisors, Trades and Related Workers",3,Minor group,72,7,72,721,NA
7211,"Supervisors, Machinists and Related Occupations",4,Unit group,721,7,72,721,7211
7212,"Contractors and Supervisors, Electrical Trades and Telecommunications Occupations",4,Unit group,721,7,72,721,7212
7213,"Contractors and Supervisors, Pipefitting Trades",4,Unit group,721,7,72,721,7213
7214,"Contractors and Supervisors, Metal Forming, Shaping and Erecting Trades",4,Unit group,721,7,72,721,7214
7215,"Contractors and Supervisors, Carpentry Trades",4,Unit group,721,7,72,721,7215
7216,"Contractors and Supervisors, Mechanic Trades",4,Unit group,721,7,72,721,7216
7217,"Contractors and Supervisors, Heavy Construction Equipment Crews",4,Unit group,721,7,72,721,7217
7218,"Supervisors, Printing and Related Occupations",4,Unit group,721,7,72,721,7218
7219,"Contractors and Supervisors, Other Construction Trades, Installers, Repairers and Servicers",4,Unit group,721,7,72,721,7219
722,"Supervisors, Railway and Motor Transportation Occupations",3,Minor group,72,7,72,722,NA
7221,"Supervisors, Railway Transport Operations",4,Unit group,722,7,72,722,7221
7222,"Supervisors, Motor Transport and Other Ground Transit Operators",4,Unit group,722,7,72,722,7222
723,Machinists and Related Occupations,3,Minor group,72,7,72,723,NA
7231,Machinists and Machining and Tooling Inspectors,4,Unit group,723,7,72,723,7231
7232,Tool and Die Makers,4,Unit group,723,7,72,723,7232
724,Electrical Trades and Telecommunication Occupations,3,Minor group,72,7,72,724,NA
7241,Electricians (Except Industrial and Power System),4,Unit group,724,7,72,724,7241
7242,Industrial Electricians,4,Unit group,724,7,72,724,7242
7243,Power System Electricians,4,Unit group,724,7,72,724,7243
7244,Electrical Power Line and Cable Workers,4,Unit group,724,7,72,724,7244
7245,Telecommunications Line and Cable Workers,4,Unit group,724,7,72,724,7245
7246,Telecommunications Installation and Repair Workers,4,Unit group,724,7,72,724,7246
7247,Cable Television Service and Maintenance Technicians,4,Unit group,724,7,72,724,7247
725,"Plumbers, Pipefitters and Gas Fitters",3,Minor group,72,7,72,725,NA
7251,Plumbers,4,Unit group,725,7,72,725,7251
7252,"Steamfitters, Pipefitters and Sprinkler System Installers",4,Unit group,725,7,72,725,7252
7253,Gas Fitters,4,Unit group,725,7,72,725,7253
726,"Metal Forming, Shaping and Erecting Trades",3,Minor group,72,7,72,726,NA
7261,Sheet Metal Workers,4,Unit group,726,7,72,726,7261
7262,Boilermakers,4,Unit group,726,7,72,726,7262
7263,Structural Metal and Platework Fabricators and Fitters,4,Unit group,726,7,72,726,7263
7264,Ironworkers,4,Unit group,726,7,72,726,7264
7265,Welders and Related Machine Operators,4,Unit group,726,7,72,726,7265
7266,Blacksmiths and Die Setters,4,Unit group,726,7,72,726,7266
727,Carpenters and Cabinetmakers,3,Minor group,72,7,72,727,NA
7271,Carpenters,4,Unit group,727,7,72,727,7271
7272,Cabinetmakers,4,Unit group,727,7,72,727,7272
728,Masonry and Plastering Trades,3,Minor group,72,7,72,728,NA
7281,Bricklayers,4,Unit group,728,7,72,728,7281
7282,Concrete Finishers,4,Unit group,728,7,72,728,7282
7283,Tilesetters,4,Unit group,728,7,72,728,7283
7284,"Plasterers, Drywall Installers and Finishers and Lathers",4,Unit group,728,7,72,728,7284
729,Other Construction Trades,3,Minor group,72,7,72,729,NA
7291,Roofers and Shinglers,4,Unit group,729,7,72,729,7291
7292,Glaziers,4,Unit group,729,7,72,729,7292
7293,Insulators,4,Unit group,729,7,72,729,7293
7294,Painters and Decorators,4,Unit group,729,7,72,729,7294
7295,Floor Covering Installers,4,Unit group,729,7,72,729,7295
73,Trades and Skilled Transport and Equipment Operators,2,Major group,7,7,73,NA,NA
731,Machinery and Transportation Equipment Mechanics (Except Motor Vehicle),3,Minor group,73,7,73,731,NA
7311,Construction Millwrights and Industrial Mechanics (Except Textile),4,Unit group,731,7,73,731,7311
7312,Heavy-Duty Equipment Mechanics,4,Unit group,731,7,73,731,7312
7313,Refrigeration and Air Conditioning Mechanics,4,Unit group,731,7,73,731,7313
7314,Railway Carmen/women,4,Unit group,731,7,73,731,7314
7315,Aircraft Mechanics and Aircraft Inspectors,4,Unit group,731,7,73,731,7315
7316,Machine Fitters,4,Unit group,731,7,73,731,7316
7317,Textile Machinery Mechanics and Repairers,4,Unit group,731,7,73,731,7317
7318,Elevator Constructors and Mechanics,4,Unit group,731,7,73,731,7318
732,Automotive Service Technicians,3,Minor group,73,7,73,732,NA
7321,"Automotive Service Technicians, Truck and Bus Mechanics and Mechanical Repairers",4,Unit group,732,7,73,732,7321
7322,Motor Vehicle Body Repairers,4,Unit group,732,7,73,732,7322
733,Other Mechanics,3,Minor group,73,7,73,733,NA
7331,Oil and Solid Fuel Heating Mechanics,4,Unit group,733,7,73,733,7331
7332,Electric Appliance Servicers and Repairers,4,Unit group,733,7,73,733,7332
7333,Electrical Mechanics,4,Unit group,733,7,73,733,7333
7334,Motorcycle and Other Related Mechanics,4,Unit group,733,7,73,733,7334
7335,Other Small Engine and Equipment Mechanics,4,Unit group,733,7,73,733,7335
734,"Upholsterers, Tailors, Shoe Repairers, Jewellers and Related Occupations",3,Minor group,73,7,73,734,NA
7341,Upholsterers,4,Unit group,734,7,73,734,7341
7342,"Tailors, Dressmakers, Furriers and Milliners",4,Unit group,734,7,73,734,7342
7343,Shoe Repairers and Shoemakers,4,Unit group,734,7,73,734,7343
7344,"Jewellers, Watch Repairers and Related Occupations",4,Unit group,734,7,73,734,7344
735,Stationary Engineers and Power Station and System Operators,3,Minor group,73,7,73,735,NA
7351,Stationary Engineers and Auxiliary Equipment Operators,4,Unit group,735,7,73,735,7351
7352,Power Systems and Power Station Operators,4,Unit group,735,7,73,735,7352
736,Train Crew Operating Occupations,3,Minor group,73,7,73,736,NA
7361,Railway and Yard Locomotive Engineers,4,Unit group,736,7,73,736,7361
7362,Railway Conductors and Brakemen/women,4,Unit group,736,7,73,736,7362
737,"Crane Operators, Drillers and Blasters",3,Minor group,73,7,73,737,NA
7371,Crane Operators,4,Unit group,737,7,73,737,7371
7372,"Drillers and Blasters - Surface Mining, Quarrying and Construction",4,Unit group,737,7,73,737,7372
7373,Water Well Drillers,4,Unit group,737,7,73,737,7373
738,"Printing Press Operators, Commercial Divers and Other Trades and Related Occupations, n.e.c.",3,Minor group,73,7,73,738,NA
7381,Printing Press Operators,4,Unit group,738,7,73,738,7381
7382,Commercial Divers,4,Unit group,738,7,73,738,7382
7383,Other Trades and Related Occupations,4,Unit group,738,7,73,738,7383
74,"Intermediate Occupations in Transport, Equipment Operation, Installation and Maintenance",2,Major group,7,7,74,NA,NA
741,Motor Vehicle and Transit Drivers,3,Minor group,74,7,74,741,NA
7411,Truck Drivers,4,Unit group,741,7,74,741,7411
7412,"Bus Drivers, Subway Operators and Other Transit Operators",4,Unit group,741,7,74,741,7412
7413,Taxi and Limousine Drivers and Chauffeurs,4,Unit group,741,7,74,741,7413
7414,Delivery and Courier Service Drivers,4,Unit group,741,7,74,741,7414
742,Heavy Equipment Operators,3,Minor group,74,7,74,742,NA
7421,Heavy Equipment Operators (Except Crane),4,Unit group,742,7,74,742,7421
7422,Public Works Maintenance Equipment Operators,4,Unit group,742,7,74,742,7422
743,Other Transport Equipment Operators and Related Workers,3,Minor group,74,7,74,743,NA
7431,Railway Yard Workers,4,Unit group,743,7,74,743,7431
7432,Railway Track Maintenance Workers,4,Unit group,743,7,74,743,7432
7433,"Deck Crew, Water Transport",4,Unit group,743,7,74,743,7433
7434,"Engine Room Crew, Water Transport",4,Unit group,743,7,74,743,7434
7435,Lock and Cable Ferry Operators and Related Occupations,4,Unit group,743,7,74,743,7435
7436,Boat Operators,4,Unit group,743,7,74,743,7436
7437,Air Transport Ramp Attendants,4,Unit group,743,7,74,743,7437
744,"Other Installers, Repairers and Servicers",3,Minor group,74,7,74,744,NA
7441,Residential and Commercial Installers and Servicers,4,Unit group,744,7,74,744,7441
7442,Waterworks and Gas Maintenance Workers,4,Unit group,744,7,74,744,7442
7443,Automotive Mechanical Installers and Servicers,4,Unit group,744,7,74,744,7443
7444,Pest Controllers and Fumigators,4,Unit group,744,7,74,744,7444
7445,Other Repairers and Servicers,4,Unit group,744,7,74,744,7445
745,Longshore Workers and Material Handlers,3,Minor group,74,7,74,745,NA
7451,Longshore Workers,4,Unit group,745,7,74,745,7451
7452,Material Handlers,4,Unit group,745,7,74,745,7452
76,"Trades Helpers, Construction Labourers and Related Occupations",2,Major group,7,7,76,NA,NA
761,Trades Helpers and Labourers,3,Minor group,76,7,76,761,NA
7611,Construction Trades Helpers and Labourers,4,Unit group,761,7,76,761,7611
7612,Other Trades Helpers and Labourers,4,Unit group,761,7,76,761,7612
762,"Public Works and Other Labourers, n.e.c.",3,Minor group,76,7,76,762,NA
7621,Public Works and Maintenance Labourers,4,Unit group,762,7,76,762,7621
7622,Railway and Motor Transport Labourers,4,Unit group,762,7,76,762,7622
8,Occupations Unique to Primary Industry,1,Broad occupational category,NA,8,NA,NA,NA
82,Skilled Occupations in Primary Industry,2,Major group,8,8,82,NA,NA
821,"Supervisors, Logging and Forestry",3,Minor group,82,8,82,821,NA
8211,"Supervisors, Logging and Forestry",4,Unit group,821,8,82,821,8211
822,"Supervisors, Mining, Oil and Gas",3,Minor group,82,8,82,822,NA
8221,"Supervisors, Mining and Quarrying",4,Unit group,822,8,82,822,8221
8222,"Supervisors, Oil and Gas Drilling and Service",4,Unit group,822,8,82,822,8222
823,"Underground Miners, Oil and Gas Drillers and Related Workers",3,Minor group,82,8,82,823,NA
8231,Underground Production and Development Miners,4,Unit group,823,8,82,823,8231
8232,"Oil and Gas Well Drillers, Servicers, Testers and Related Workers",4,Unit group,823,8,82,823,8232
824,Logging Machinery Operators,3,Minor group,82,8,82,824,NA
8241,Logging Machinery Operators,4,Unit group,824,8,82,824,8241
825,"Contractors, Operators and Supervisors in Agriculture, Horticulture and Aquaculture",3,Minor group,82,8,82,825,NA
8251,Farmers and Farm Managers,4,Unit group,825,8,82,825,8251
8252,Agricultural and Related Service Contractors and Managers,4,Unit group,825,8,82,825,8252
8253,Farm Supervisors and Specialized Livestock Workers,4,Unit group,825,8,82,825,8253
8254,Nursery and Greenhouse Operators and Managers,4,Unit group,825,8,82,825,8254
8255,Landscaping and Grounds Maintenance Contractors and Managers,4,Unit group,825,8,82,825,8255
8256,"Supervisors, Landscape and Horticulture",4,Unit group,825,8,82,825,8256
8257,Aquaculture Operators and Managers,4,Unit group,825,8,82,825,8257
826,Fishing Vessel Masters and Skippers and Fishermen/women,3,Minor group,82,8,82,826,NA
8261,Fishing Masters and Officers,4,Unit group,826,8,82,826,8261
8262,Fishing Vessel Skippers and Fishermen/women,4,Unit group,826,8,82,826,8262
84,Intermediate Occupations in Primary Industry,2,Major group,8,8,84,NA,NA
841,Mine Service Workers and Operators in Oil and Gas Drilling,3,Minor group,84,8,84,841,NA
8411,Underground Mine Service and Support Workers,4,Unit group,841,8,84,841,8411
8412,Oil and Gas Well Drilling Workers and Services Operators,4,Unit group,841,8,84,841,8412
842,Logging and Forestry Workers,3,Minor group,84,8,84,842,NA
8421,Chain Saw and Skidder Operators,4,Unit group,842,8,84,842,8421
8422,Silviculture and Forestry Workers,4,Unit group,842,8,84,842,8422
843,Agriculture and Horticulture Workers,3,Minor group,84,8,84,843,NA
8431,General Farm Workers,4,Unit group,843,8,84,843,8431
8432,Nursery and Greenhouse Workers,4,Unit group,843,8,84,843,8432
844,Other Fishing and Trapping Occupations,3,Minor group,84,8,84,844,NA
8441,Fishing Vessel Deckhands,4,Unit group,844,8,84,844,8441
8442,Trappers and Hunters,4,Unit group,844,8,84,844,8442
86,Labourers in Primary Industry,2,Major group,8,8,86,NA,NA
861,Primary Production Labourers,3,Minor group,86,8,86,861,NA
8611,Harvesting Labourers,4,Unit group,861,8,86,861,8611
8612,Landscaping and Grounds Maintenance Labourers,4,Unit group,861,8,86,861,8612
8613,Aquaculture and Marine Harvest Labourers,4,Unit group,861,8,86,861,8613
8614,Mine Labourers,4,Unit group,861,8,86,861,8614
8615,"Oil and Gas Drilling, Servicing and Related Labourers",4,Unit group,861,8,86,861,8615
8616,Logging and Forestry Labourers,4,Unit group,861,8,86,861,8616
9,"Occupations Unique to Processing, Manufacturing and Utilities",1,Broad occupational category,NA,9,NA,NA,NA
92,"Processing, Manufacturing and Utilities Supervisors and Skilled Operators",2,Major group,9,9,92,NA,NA
921,"Supervisors, Processing Occupations",3,Minor group,92,9,92,921,NA
9211,"Supervisors, Mineral and Metal Processing",4,Unit group,921,9,92,921,9211
9212,"Supervisors, Petroleum, Gas and Chemical Processing and Utilities",4,Unit group,921,9,92,921,9212
9213,"Supervisors, Food, Beverage and Tobacco Processing",4,Unit group,921,9,92,921,9213
9214,"Supervisors, Plastic and Rubber Products Manufacturing",4,Unit group,921,9,92,921,9214
9215,"Supervisors, Forest Products Processing",4,Unit group,921,9,92,921,9215
9216,"Supervisors, Textile Processing",4,Unit group,921,9,92,921,9216
922,"Supervisors, Assembly and Fabrication",3,Minor group,92,9,92,922,NA
9221,"Supervisors, Motor Vehicle Assembling",4,Unit group,922,9,92,922,9221
9222,"Supervisors, Electronics Manufacturing",4,Unit group,922,9,92,922,9222
9223,"Supervisors, Electrical Products Manufacturing",4,Unit group,922,9,92,922,9223
9224,"Supervisors, Furniture and Fixtures Manufacturing",4,Unit group,922,9,92,922,9224
9225,"Supervisors, Fabric, Fur and Leather Products Manufacturing",4,Unit group,922,9,92,922,9225
9226,"Supervisors, Other Mechanical and Metal Products Manufacturing",4,Unit group,922,9,92,922,9226
9227,"Supervisors, Other Products Manufacturing and Assembly",4,Unit group,922,9,92,922,9227
923,Central Control and Process Operators in Manufacturing and Processing,3,Minor group,92,9,92,923,NA
9231,"Central Control and Process Operators, Mineral and Metal Processing",4,Unit group,923,9,92,923,9231
9232,"Petroleum, Gas and Chemical Process Operators",4,Unit group,923,9,92,923,9232
9233,Pulping Control Operators,4,Unit group,923,9,92,923,9233
9234,Papermaking and Coating Control Operators,4,Unit group,923,9,92,923,9234
94,Processing and Manufacturing Machine Operators and Assemblers,2,Major group,9,9,94,NA,NA
941,Machine Operators and Related Workers in Metal and Mineral Products Processing,3,Minor group,94,9,94,941,NA
9411,"Machine Operators, Mineral and Metal Processing",4,Unit group,941,9,94,941,9411
9412,Foundry Workers,4,Unit group,941,9,94,941,9412
9413,Glass Forming and Finishing Machine Operators and Glass Cutters,4,Unit group,941,9,94,941,9413
9414,"Concrete, Clay and Stone Forming Operators",4,Unit group,941,9,94,941,9414
9415,"Inspectors and Testers, Mineral and Metal Processing",4,Unit group,941,9,94,941,9415
942,"Machine Operators and Related Workers in Chemical, Plastic and Rubber Processing",3,Minor group,94,9,94,942,NA
9421,Chemical Plant Machine Operators,4,Unit group,942,9,94,942,9421
9422,Plastics Processing Machine Operators,4,Unit group,942,9,94,942,9422
9423,Rubber Processing Machine Operators and Related Workers,4,Unit group,942,9,94,942,9423
9424,Water and Waste Plant Operators,4,Unit group,942,9,94,942,9424
943,Machine Operators and Related Workers in Pulp and Paper Production and Wood Processing,3,Minor group,94,9,94,943,NA
9431,Sawmill Machine Operators,4,Unit group,943,9,94,943,9431
9432,Pulp Mill Machine Operators,4,Unit group,943,9,94,943,9432
9433,Papermaking and Finishing Machine Operators,4,Unit group,943,9,94,943,9433
9434,Other Wood Processing Machine Operators,4,Unit group,943,9,94,943,9434
9435,Paper Converting Machine Operators,4,Unit group,943,9,94,943,9435
9436,Lumber Graders and Other Wood Processing Inspectors and Graders,4,Unit group,943,9,94,943,9436
944,Machine Operators and Related Workers in Textile Processing,3,Minor group,94,9,94,944,NA
9441,Textile Fibre and Yarn Preparation Machine Operators,4,Unit group,944,9,94,944,9441
9442,"Weavers, Knitters and Other Fabric-Making Occupations",4,Unit group,944,9,94,944,9442
9443,Textile Dyeing and Finishing Machine Operators,4,Unit group,944,9,94,944,9443
9444,"Textile Inspectors, Graders and Samplers",4,Unit group,944,9,94,944,9444
945,"Machine Operators and Related Workers in Fabric, Fur and Leather Products Manufacturing",3,Minor group,94,9,94,945,NA
9451,Sewing Machine Operators,4,Unit group,945,9,94,945,9451
9452,"Fabric, Fur and Leather Cutters",4,Unit group,945,9,94,945,9452
9453,Hide and Pelt Processing Workers,4,Unit group,945,9,94,945,9453
9454,"Inspectors and Testers, Fabric, Fur and Leather Products Manufacturing",4,Unit group,945,9,94,945,9454
946,"Machine Operators and Related Workers in Food, Beverage and Tobacco Processing",3,Minor group,94,9,94,946,NA
9461,"Process Control and Machine Operators, Food and Beverage Processing",4,Unit group,946,9,94,946,9461
9462,"Industrial Butchers and Meat Cutters, Poultry Preparers and Related Workers",4,Unit group,946,9,94,946,9462
9463,Fish Plant Workers,4,Unit group,946,9,94,946,9463
9464,Tobacco Processing Machine Operators,4,Unit group,946,9,94,946,9464
9465,"Testers and Graders, Food and Beverage Processing",4,Unit group,946,9,94,946,9465
947,Printing Machine Operators and Related Occupations,3,Minor group,94,9,94,947,NA
9471,Printing Machine Operators,4,Unit group,947,9,94,947,9471
9472,"Camera, Platemaking and Other Prepress Occupations",4,Unit group,947,9,94,947,9472
9473,Binding and Finishing Machine Operators,4,Unit group,947,9,94,947,9473
9474,Photographic and Film Processors,4,Unit group,947,9,94,947,9474
948,"Mechanical, Electrical and Electronics Assemblers",3,Minor group,94,9,94,948,NA
9481,Aircraft Assemblers and Aircraft Assembly Inspectors,4,Unit group,948,9,94,948,9481
9482,"Motor Vehicle Assemblers, Inspectors and Testers",4,Unit group,948,9,94,948,9482
9483,"Electronics Assemblers, Fabricators, Inspectors and Testers",4,Unit group,948,9,94,948,9483
9484,"Assemblers and Inspectors, Electrical Appliance, Apparatus and Equipment Manufacturing",4,Unit group,948,9,94,948,9484
9485,"Assemblers, Fabricators and Inspectors, Industrial Electrical Motors and Transformers",4,Unit group,948,9,94,948,9485
9486,Mechanical Assemblers and Inspectors,4,Unit group,948,9,94,948,9486
9487,"Machine Operators and Inspectors, Electrical Apparatus Manufacturing",4,Unit group,948,9,94,948,9487
949,Other Assembly and Related Occupations,3,Minor group,94,9,94,949,NA
9491,Boat Assemblers and Inspectors,4,Unit group,949,9,94,949,9491
9492,Furniture and Fixture Assemblers and Inspectors,4,Unit group,949,9,94,949,9492
9493,Other Wood Products Assemblers and Inspectors,4,Unit group,949,9,94,949,9493
9494,Furniture Finishers and Refinishers,4,Unit group,949,9,94,949,9494
9495,"Plastic Products Assemblers, Finishers and Inspectors",4,Unit group,949,9,94,949,9495
9496,Painters and Coaters - Industrial,4,Unit group,949,9,94,949,9496
9497,"Plating, Metal Spraying and Related Operators",4,Unit group,949,9,94,949,9497
9498,Other Assemblers and Inspectors,4,Unit group,949,9,94,949,9498
95,Processing and Manufacturing Machine Operators and Assemblers,2,Major group,9,9,95,NA,NA
951,"Machining, Metalworking, Woodworking and Related Machine Operators",3,Minor group,95,9,95,951,NA
9511,Machining Tool Operators,4,Unit group,951,9,95,951,9511
9512,Forging Machine Operators,4,Unit group,951,9,95,951,9512
9513,Woodworking Machine Operators,4,Unit group,951,9,95,951,9513
9514,Metalworking Machine Operators,4,Unit group,951,9,95,951,9514
9516,Other Metal Products Machine Operators,4,Unit group,951,9,95,951,9516
9517,Other Products Machine Operators,4,Unit group,951,9,95,951,9517
96,"Labourers in Processing, Manufacturing and Utilities",2,Major group,9,9,96,NA,NA
961,"Labourers in Processing, Manufacturing and Utilities",3,Minor group,96,9,96,961,NA
9611,Labourers in Mineral and Metal Processing,4,Unit group,961,9,96,961,9611
9612,Labourers in Metal Fabrication,4,Unit group,961,9,96,961,9612
9613,Labourers in Chemical Products Processing and Utilities,4,Unit group,961,9,96,961,9613
9614,"Labourers in Wood, Pulp and Paper Processing",4,Unit group,961,9,96,961,9614
9615,Labourers in Rubber and Plastic Products Manufacturing,4,Unit group,961,9,96,961,9615
9616,Labourers in Textile Processing,4,Unit group,961,9,96,961,9616
9617,"Labourers in Food, Beverage and Tobacco Processing",4,Unit group,961,9,96,961,9617
9618,Labourers in Fish Processing,4,Unit group,961,9,96,961,9618
9619,"Other Labourers in Processing, Manufacturing and Utilities",4,Unit group,961,9,96,961,9619
