noc2011_code,soc2010_code
7246,49-2097
7246,49-9052
7247,49-1011
7247,49-2011
7247,49-2021
7247,49-2022
7247,49-2093
7247,49-2097
7247,49-9052
7251,47-2151
7251,47-2152
7252,47-2151
7252,47-2152
7253,47-2151
7253,47-2152
7271,47-2031
7272,51-7011
7272,51-7021
7272,51-7031
7272,51-7032
7281,47-2021
7281,47-2022
7281,47-4091
7281,49-9045
7282,47-2051
7282,47-2053
7282,47-4091
7283,47-2041
7283,47-2042
7283,47-2043
7283,47-2044
7283,47-2051
7283,47-2053
7283,47-4091
7284,47-2081
7284,47-2082
7284,47-2131
7284,47-2132
7284,47-2161
7291,47-2181
7292,47-2121
7293,47-2131
7293,47-2132
7294,47-2141
7294,47-2142
7295,47-2041
7295,47-2042
7295,47-2043
7295,47-2044
7301,47-2011
7301,47-2211
7301,47-4021
7301,49-1011
7301,49-2092
7301,49-2093
7301,49-2094
7301,49-2095
7301,49-2096
7301,49-2098
7301,49-3011
7301,49-3021
7301,49-3022
7301,49-3023
7301,49-3031
7301,49-3041
7301,49-3042
7301,49-3043
7301,49-3051
7301,49-3052
7301,49-3053
7301,49-3092
7301,49-3093
7301,49-9011
7301,49-9012
7301,49-9021
7301,49-9031
7301,49-9041
7301,49-9043
7301,49-9044
7301,49-9045
7301,49-9081
7301,49-9097
7301,51-4192
7302,39-3091
7302,47-2071
7302,47-2072
7302,47-2073
7302,47-2231
7302,47-4031
7302,47-4041
7302,47-4099
7302,47-5011
7302,47-5012
7302,47-5013
7302,47-5021
7302,47-5031
7302,47-5071
7302,49-9095
7302,53-1011
7302,53-1021
7302,53-1031
7302,53-4021
7302,53-4031
7302,53-4099
7302,53-6011
7302,53-7021
7302,53-7031
7302,53-7032
7302,53-7041
7302,53-7062
7302,53-7073
7302,53-7121
7303,43-9031
7303,51-5111
7303,51-5112
7303,51-5113
7303,51-9151
7304,11-3071
7304,53-1031
7304,53-4011
7304,53-4012
7304,53-4013
7304,53-4041
7304,53-7111
7305,43-5032
7305,53-1031
7305,53-3021
7305,53-3022
7305,53-4041
7311,49-1011
7311,49-3041
7311,49-3042
7311,49-3043
7311,49-9041
7311,49-9043
7311,49-9044
7311,49-9045
7311,49-9081
7311,49-9096
7311,51-4194
7311,51-9022
7312,49-1011
7312,49-3041
7312,49-3042
7312,49-3043
7312,49-9041
7312,49-9043
7312,49-9044
7312,49-9045
7312,49-9081
7313,49-1011
7313,49-9021
7314,49-1011
7314,49-3021
7314,49-3022
7314,49-3023
7314,49-3031
7314,49-3051
7314,49-3052
7314,49-3053
7314,49-3092
7314,49-3093
7315,49-1011
7315,49-3011
7316,49-1011
7316,49-3011
7316,49-3041
7316,49-3042
7316,49-3043
7316,49-9041
7316,49-9043
7316,49-9044
7316,49-9045
7316,49-9081
7318,47-4021
7318,49-1011
7318,49-2092
7318,49-2093
7318,49-2094
7318,49-2095
7318,49-2096
7318,49-2098
7318,49-3053
7318,49-9011
7318,49-9012
7318,49-9031
7318,49-9097
7321,49-1011
7321,49-3021
7321,49-3022
7321,49-3023
7321,49-3031
7321,49-3051
7321,49-3052
7321,49-3053
7321,49-3092
7321,49-3093
7322,47-2011
7322,47-2121
7322,47-2211
7322,51-4192
7322,51-9121
7322,51-9122
7331,49-1011
7331,49-9021
7332,47-4021
7332,49-1011
7332,49-2092
7332,49-2093
7332,49-2094
7332,49-2095
7332,49-2096
7332,49-2098
7332,49-3053
7332,49-9011
7332,49-9012
7332,49-9031
7332,49-9097
7333,47-4021
7333,49-1011
7333,49-2092
7333,49-2093
7333,49-2094
7333,49-2095
7333,49-2096
7333,49-2098
7333,49-3053
7333,49-9011
7333,49-9012
7333,49-9031
7333,49-9097
7334,49-1011
7334,49-3021
7334,49-3022
7334,49-3023
7334,49-3031
7334,49-3051
7334,49-3052
7334,49-3053
7334,49-3092
7334,49-3093
7335,49-1011
7335,49-3021
7335,49-3022
7335,49-3023
7335,49-3031
7335,49-3051
7335,49-3052
7335,49-3053
7335,49-3092
7335,49-3093
7361,53-1031
7361,53-4011
7361,53-4012
7361,53-4013
7361,53-4021
7361,53-4031
7361,53-4041
7361,53-4099
7361,53-7111
7362,53-1031
7362,53-4021
7362,53-4031
7362,53-4099
7362,53-6061
7371,39-3091
7371,49-9096
7371,53-1031
7371,53-6011
7371,53-7021
7371,53-7041
7372,47-5021
7372,47-5031
7372,47-5041
7372,47-5042
7372,47-5049
7372,47-5051
7372,47-5061
7372,53-7032
7372,53-7033
7373,47-5011
7373,47-5012
7373,47-5013
7373,47-5021
7373,47-5071
7373,53-7073
7381,51-5112
7384,27-1012
7384,27-1023
7384,47-2022
7384,47-2051
7384,47-2053
7384,47-2231
7384,47-4031
7384,47-4041
7384,47-4091
7384,47-4099
7384,49-1011
7384,49-3021
7384,49-3022
7384,49-3023
7384,49-3031
7384,49-3051
7384,49-3052
7384,49-3053
7384,49-3092
7384,49-3093
7384,49-9061
7384,49-9062
7384,49-9064
7384,49-9069
7384,49-9092
7384,49-9094
7384,49-9095
7384,51-4012
7384,51-4022
7384,51-4061
7384,51-4062
7384,51-4111
7384,51-4192
7384,51-4194
7384,51-4199
7384,51-9022
7384,51-9083
7384,51-9123
7384,51-9194
7384,51-9195
7441,27-1023
7441,47-2021
7441,47-2031
7441,47-2041
7441,47-2042
7441,47-2043
7441,47-2044
7441,47-2131
7441,47-2132
7441,47-2151
7441,47-2152
7441,47-2231
7441,47-4021
7441,47-4031
7441,47-4041
7441,47-4099
7441,49-1011
7441,49-2011
7441,49-2021
7441,49-2022
7441,49-2092
7441,49-2093
7441,49-2094
7441,49-2095
7441,49-2096
7441,49-2097
7441,49-2098
7441,49-3053
7441,49-9011
7441,49-9012
7441,49-9031
7441,49-9045
7441,49-9052
7441,49-9095
7441,49-9097
7441,51-2092
7441,51-2099
7441,51-9083
7442,47-2151
7442,47-2152
7444,37-1012
7444,37-2021
7444,37-3012
7445,27-1023
7445,47-4021
7445,49-1011
7445,49-2092
7445,49-2093
7445,49-2094
7445,49-2095
7445,49-2096
7445,49-2098
7445,49-3053
7445,49-3091
7445,49-9011
7445,49-9012
7445,49-9031
7445,49-9061
7445,49-9062
7445,49-9063
7445,49-9064
7445,49-9069
7445,49-9097
7445,51-9083
7451,53-1011
7451,53-1021
7451,53-7062
7451,53-7121
7452,51-9198
7452,51-9199
7452,53-1011
7452,53-1021
7452,53-1031
7452,53-7051
7452,53-7062
7452,53-7063
7452,53-7064
7452,53-7121
7511,53-1031
7511,53-3032
7512,53-1031
7512,53-3021
7512,53-3022
7512,53-4041
7513,53-1031
7513,53-3011
7513,53-3031
7513,53-3033
7513,53-3041
7514,43-5041
7514,49-9091
7514,53-1031
7514,53-3011
7514,53-3031
7514,53-3033
7514,53-3041
7521,47-2071
7521,47-2072
7521,47-2073
7521,53-7031
7521,53-7032
7522,47-2071
7522,47-2072
7522,47-2073
7522,53-1031
7522,53-3032
7522,53-7031
7522,53-7032
7531,49-1011
7531,49-3041
7531,49-3042
7531,49-3043
7531,49-9041
7531,49-9043
7531,49-9044
7531,49-9045
7531,49-9081
7531,53-1031
7531,53-4021
7531,53-4031
7531,53-4099
7532,51-8021
7532,53-5011
7532,53-5022
7533,53-5011
7533,53-5022
7534,37-2011
7534,37-2012
7534,53-1011
7534,53-1021
7534,53-1031
7534,53-3032
7534,53-7061
7534,53-7062
7534,53-7121
7535,49-1011
7535,49-3021
7535,49-3022
7535,49-3023
7535,49-3031
7535,49-3041
7535,49-3042
7535,49-3043
7535,49-3051
7535,49-3052
7535,49-3053
7535,49-3092
7535,49-3093
7535,49-9041
7535,49-9043
7535,49-9044
7535,49-9045
7535,49-9081
7611,47-2061
7611,47-2151
7611,47-2152
7611,47-2231
7611,47-3011
7611,47-3012
7611,47-3013
7611,47-3014
7611,47-3015
7611,47-3016
7611,47-3019
7611,47-4031
7611,47-4041
7611,47-4051
7611,47-4061
7611,47-4099
7611,47-5081
7611,47-5099
7611,49-9095
7612,39-3021
7612,39-3031
7612,39-3091
7612,39-3093
7612,53-6021
7621,37-3019
7621,43-5041
7621,47-3019
7621,47-4051
7621,47-4061
7621,49-9091
7621,53-1031
7621,53-7081
7622,39-3021
7622,39-3031
7622,39-3091
7622,39-3093
7622,53-6021
8211,45-1011
8211,45-4011
8211,45-4021
8211,45-4022
8211,45-4023
8211,45-4029
8221,47-1011
8222,47-1011
8231,47-5011
8231,47-5012
8231,47-5013
8231,47-5021
8231,47-5031
8231,47-5041
8231,47-5042
8231,47-5049
8231,47-5051
8231,47-5061
8231,47-5071
8231,53-7032
8231,53-7033
8231,53-7073
8232,47-5011
8232,47-5012
8232,47-5013
8232,47-5021
8232,47-5071
8232,53-7073
8241,45-2091
8241,45-4022
8252,31-9096
8252,37-1012
8252,37-3013
8252,39-1021
8252,39-2011
8252,39-2021
8252,45-1011
8252,45-2021
8252,45-2091
8255,37-1012
8255,37-3013
8255,45-2091
8261,45-1011
8261,45-3011
8262,45-1011
8262,45-3011
8411,47-5081
8411,47-5099
8412,47-5011
8412,47-5012
8412,47-5013
8412,47-5021
8412,47-5071
8412,53-7073
8421,45-1011
8421,45-2091
8421,45-4011
8421,45-4021
8421,45-4022
8421,45-4023
8421,45-4029
8422,33-1021
8422,33-2011
8422,45-1011
8422,45-4011
8422,45-4021
8422,45-4022
8422,45-4023
8422,45-4029
8431,31-9096
8431,39-1021
8431,39-2011
8431,39-2021
8431,45-2091
8431,45-2092
8431,45-2093
8431,45-2099
8431,45-4022
8432,37-3011
8432,37-3019
8432,45-2092
8441,45-1011
8441,45-2093
8441,45-3011
8442,45-1011
8442,45-3021
8611,45-2092
8611,45-2099
8612,37-1012
8612,37-2021
8612,37-3011
8612,37-3012
8612,37-3019
8612,45-2092
8613,45-2093
8613,45-3011
8614,47-5081
8614,47-5099
8615,47-5081
8615,47-5099
8616,45-4011
8616,45-4029
9211,51-1011
9212,51-1011
9213,51-1011
9214,51-1011
9215,51-1011
9217,51-1011
9221,51-1011
9222,51-1011
9223,51-1011
9224,51-1011
9226,51-1011
9227,51-1011
9231,51-4012
9231,51-4051
9232,51-8091
9232,51-8092
9232,51-8093
9232,53-7071
9232,53-7072
9235,51-4012
9241,51-1011
9241,51-8011
9241,51-8012
9241,51-8013
9241,51-8021
9243,51-1011
9243,51-8031
9243,51-8099
9243,53-7072
9411,51-4021
9411,51-4023
9411,51-4051
9411,51-4052
9411,51-4191
9411,51-9021
9411,51-9192
9412,51-4071
9412,51-4072
9413,51-6091
9413,51-9021
9413,51-9022
9413,51-9023
9413,51-9031
9413,51-9041
9413,51-9051
9413,51-9195
9414,27-1012
9414,47-2022
9414,47-4091
9414,51-6091
9414,51-8099
9414,51-9021
9414,51-9023
9414,51-9032
9414,51-9041
9414,51-9051
9414,51-9192
9414,51-9195
9415,51-9061
9416,51-4011
9416,51-4021
9416,51-4022
9416,51-4023
9416,51-4031
9416,51-4032
9416,51-4033
9416,51-4034
9416,51-4035
9416,51-4041
9416,51-4081
9416,51-4121
9416,51-4122
9416,51-4199
9417,51-4011
9417,51-4021
9417,51-4022
9417,51-4023
9417,51-4031
9417,51-4032
9417,51-4033
9417,51-4034
9417,51-4035
9417,51-4041
9417,51-4081
9417,51-4194
9417,51-4199
9417,51-9022
9418,51-4011
9418,51-4021
9418,51-4022
9418,51-4023
9418,51-4031
9418,51-4032
9418,51-4033
9418,51-4034
9418,51-4035
9418,51-4041
9418,51-4081
9418,51-4194
9418,51-4199
9418,51-9022
9418,51-9061
9418,51-9141
9418,51-9191
9418,51-9193
9418,53-7011
9421,51-9011
9421,51-9012
9421,51-9061
9421,51-9111
9421,51-9195
9422,51-2091
9422,51-4021
9422,51-4022
9422,51-4023
9422,51-4031
9422,51-4032
9422,51-4033
9422,51-4034
9422,51-4035
9422,51-4072
9422,51-4191
9422,51-4193
9422,51-4199
9423,51-9021
9423,51-9041
9423,51-9051
9423,51-9061
9423,51-9195
9423,51-9197
9431,51-7041
9432,51-9061
9432,51-9192
9432,51-9196
9433,51-9061
9433,51-9192
9433,51-9196
9434,51-7041
9434,51-9051
9434,51-9191
9435,51-9191
9435,51-9196
9436,51-9061
9437,51-7042
9441,45-2041
9441,51-6061
9441,51-6064
9441,51-6099
9442,51-6063
9442,51-6099
9445,51-6042
9445,51-6062
9445,51-6092
9445,51-9031
9446,49-9093
9446,51-6031
9446,51-6041
9446,51-6042
9446,51-6051
9447,45-2041
9447,51-6052
9447,51-6099
9447,51-9061
9461,45-2041
9461,51-3021
9461,51-3022
9461,51-3023
9461,51-3091
9461,51-3092
9461,51-3093
9461,51-3099
9461,51-9012
9461,51-9041
9461,51-9111
9461,51-9193
9461,51-9195
9462,51-3021
9462,51-3022
9462,51-3023
9462,51-3091
9463,51-3021
9463,51-3022
9463,51-3023
9463,51-3091
9463,51-3092
9463,51-3093
9463,51-3099
9463,51-9041
9463,51-9193
9465,45-2011
9465,45-2041
9465,51-9041
9465,51-9195
9471,51-5112
9472,43-9031
9472,51-5111
9473,51-5113
9474,51-9151
9521,51-2011
9521,51-2031
9521,51-9061
9522,51-2011
9522,51-2031
9522,51-9061
9523,51-2021
9523,51-2022
9523,51-2023
9523,51-2093
9523,51-9061
9523,51-9141
9523,51-9191
9523,51-9193
9523,51-9194
9523,53-7011
9524,51-2021
9524,51-2022
9524,51-2023
9524,51-2093
9524,51-9061
9524,51-9194
9525,51-2021
9525,51-2022
9525,51-2023
9525,51-2093
9525,51-9061
9525,51-9194
9526,51-2011
9526,51-2031
9526,51-9061
9527,51-2021
9527,51-2022
9527,51-2023
9527,51-2093
9527,51-9061
9527,51-9194
9531,51-2092
9531,51-2099
9531,51-9061
9532,51-2092
9532,51-2099
9532,51-6093
9532,51-9061
9533,51-2092
9533,51-2099
9533,51-9061
9534,51-9121
9534,51-9122
9535,51-2092
9535,51-2099
9535,51-9061
9536,51-4193
9536,51-9121
9536,51-9122
9536,51-9192
9537,27-1023
9537,49-9093
9537,51-2092
9537,51-2099
9537,51-6041
9537,51-6042
9537,51-6051
9537,51-6099
9537,51-9061
9537,51-9083
9611,51-9198
9611,51-9199
9611,53-7062
9611,53-7063
9612,51-4194
9612,51-9022
9612,51-9198
9612,51-9199
9612,53-7062
9612,53-7063
9613,51-9198
9613,51-9199
9613,53-7062
9613,53-7063
9614,51-9198
9614,51-9199
9614,53-7062
9614,53-7063
9615,51-9198
9615,51-9199
9615,53-7062
9615,53-7063
9616,51-9198
9616,51-9199
9616,53-7062
9616,53-7063
9617,51-9198
9617,51-9199
9617,53-7062
9617,53-7063
9617,53-7064
9618,51-9198
9618,51-9199
9618,53-7062
9618,53-7063
9619,51-9111
9619,51-9198
9619,51-9199
9619,53-7062
9619,53-7063
9619,53-7081
