occ1980,occ1980_title,soc2010,soc2010_title
185,DESIGNERS,27-1023,Floral Designers
185,DESIGNERS,27-1024,Graphic Designers
185,DESIGNERS,27-1025,Interior Designers
185,DESIGNERS,27-1026,Merchandise Displayers and Window Trimmers
185,DESIGNERS,27-1027,Set and Exhibit Designers
186,MUSICIANS AND COMPOSERS,13-1121,"Meeting, Convention, and Event Planners**"
186,MUSICIANS AND COMPOSERS,13-1161,Market Research Analysts and Marketing Specialists**
186,MUSICIANS AND COMPOSERS,13-1199,"Business Operations Specialists, All Other"
186,MUSICIANS AND COMPOSERS,27-2041,Music Directors and Composers
186,MUSICIANS AND COMPOSERS,27-2042,Musicians and Singers
186,MUSICIANS AND COMPOSERS,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other"
187,ACTORS AND DIRECTORS,27-2011,Actors
187,ACTORS AND DIRECTORS,27-2012,Producers and Directors
187,ACTORS AND DIRECTORS,27-3041,Editors
187,ACTORS AND DIRECTORS,43-9061,"Office Clerks, General"
188,"PAINTERS, SCULPTORS, CRAFT-ARTISTS, AND ARTIST PRINTMAKERS",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators"
188,"PAINTERS, SCULPTORS, CRAFT-ARTISTS, AND ARTIST PRINTMAKERS",27-1014,Multimedia Artists and Animators
188,"PAINTERS, SCULPTORS, CRAFT-ARTISTS, AND ARTIST PRINTMAKERS",27-1021,Commercial and Industrial Designers
188,"PAINTERS, SCULPTORS, CRAFT-ARTISTS, AND ARTIST PRINTMAKERS",33-1012,First-Line Supervisors of Police and Detectives
189,PHOTOGRAPHERS,27-4021,Photographers
189,PHOTOGRAPHERS,27-4031,"Camera Operators, Television, Video, and Motion Picture"
189,PHOTOGRAPHERS,39-9099,"Personal Care and Service Workers, All Other"
193,DANCERS,27-2031,Dancers
193,DANCERS,27-2032,Choreographers
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",11-1011,Chief Executives
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",11-9199,"Managers, All Other"
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",23-2091,Court Reporters
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",25-9011,Audio-Visual and Multimedia Collections Specialists
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators"
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",27-1027,Set and Exhibit Designers
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",27-2011,Actors
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",27-2012,Producers and Directors
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",27-2021,Athletes and Sports Competitors
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other"
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",27-3043,Writers and Authors
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",27-3091,Interpreters and Translators
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",27-4011,Audio and Video Equipment Technicians
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",39-2011,Animal Trainers
194,"ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C.",51-7099,"Woodworkers, All Other"
195,EDITORS AND REPORTERS,27-3021,Broadcast News Analysts
195,EDITORS AND REPORTERS,27-3022,Reporters and Correspondents
195,EDITORS AND REPORTERS,27-3041,Editors
195,EDITORS AND REPORTERS,27-3042,Technical Writers
195,EDITORS AND REPORTERS,27-3043,Writers and Authors
195,EDITORS AND REPORTERS,27-4032,Film and Video Editors
197,PUBLIC RELATIONS SPECIALISTS,11-2031,Public Relations and Fundraising Managers
197,PUBLIC RELATIONS SPECIALISTS,13-1071,Human Resources Specialists**
197,PUBLIC RELATIONS SPECIALISTS,13-1075,Labor Relations Specialists
197,PUBLIC RELATIONS SPECIALISTS,13-1121,"Meeting, Convention, and Event Planners**"
197,PUBLIC RELATIONS SPECIALISTS,13-1161,Market Research Analysts and Marketing Specialists**
197,PUBLIC RELATIONS SPECIALISTS,27-3031,Public Relations Specialists
198,ANNOUNCERS,27-3011,Radio and Television Announcers
198,ANNOUNCERS,27-3012,Public Address System and Other Announcers
199,ATHLETES,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes"
199,ATHLETES,27-2021,Athletes and Sports Competitors
199,ATHLETES,27-2022,Coaches and Scouts
199,ATHLETES,27-2023,"Umpires, Referees, and Other Sports Officials"
199,ATHLETES,29-9091,Athletic Trainers
199,ATHLETES,39-2021,Nonfarm Animal Caretakers
203,CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS,29-2011,Medical and Clinical Laboratory Technologists
204,DENTAL HYGIENISTS,29-2021,Dental Hygienists
205,HEALTH RECORD TECHNOLOGISTS AND TECHNICIANS,29-2071,Medical Records and Health Information Technicians
206,RADIOLOGIC TECHNICIANS,29-1124,Radiation Therapists
206,RADIOLOGIC TECHNICIANS,29-2031,Cardiovascular Technologists and Technicians
206,RADIOLOGIC TECHNICIANS,29-2033,Nuclear Medicine Technologists
206,RADIOLOGIC TECHNICIANS,29-2034,Radiologic Technologists
206,RADIOLOGIC TECHNICIANS,29-2035,Magnetic Resonance Imaging Technologists
207,LICENSED PRACTICAL NURSES,29-2053,Psychiatric Technicians
207,LICENSED PRACTICAL NURSES,29-2061,Licensed Practical and Licensed Vocational Nurses
207,LICENSED PRACTICAL NURSES,31-1014,Nursing Assistants
207,LICENSED PRACTICAL NURSES,31-1015,Orderlies
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-1071,Physician Assistants
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2011,Medical and Clinical Laboratory Technologists
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2012,Medical and Clinical Laboratory Technicians
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2031,Cardiovascular Technologists and Technicians
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2032,Diagnostic Medical Sonographers
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2034,Radiologic Technologists
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2035,Magnetic Resonance Imaging Technologists
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2041,Emergency Medical Technicians and Paramedics
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2052,Pharmacy Technicians
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2055,Surgical Technologists
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2056,Veterinary Technologists and Technicians
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2057,Ophthalmic Medical Technicians
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2091,Orthotists and Prosthetists
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2092,Hearing Aid Specialists
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-2099,"Health Technologists and Technicians, All Other"
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-9011,Occupational Health and Safety Specialists
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-9092,Genetic Counselors
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",29-9099,"Healthcare Practitioners and Technical Workers, All Other"
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",31-9095,Pharmacy Aides
208,"HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C.",31-9096,Veterinary Assistants and Laboratory Animal Caretakers
213,ELECTRICAL AND ELECTRONIC TECHNICIANS,17-3023,Electrical and Electronics Engineering Technicians
213,ELECTRICAL AND ELECTRONIC TECHNICIANS,27-4012,Broadcast Technicians
213,ELECTRICAL AND ELECTRONIC TECHNICIANS,51-9141,Semiconductor Processors
214,INDUSTRIAL ENGINEERING TECHNICIANS,17-3026,Industrial Engineering Technicians
215,MECHANICAL ENGINEERING TECHNICIANS,17-2141,Mechanical Engineers
215,MECHANICAL ENGINEERING TECHNICIANS,17-3027,Mechanical Engineering Technicians
216,"ENGINEERING TECHNICIANS, N.E.C.",17-3012,Electrical and Electronics Drafters
216,"ENGINEERING TECHNICIANS, N.E.C.",17-3021,Aerospace Engineering and Operations Technicians
216,"ENGINEERING TECHNICIANS, N.E.C.",17-3022,Civil Engineering Technicians
216,"ENGINEERING TECHNICIANS, N.E.C.",17-3029,"Engineering Technicians, Except Drafters, All Other"
216,"ENGINEERING TECHNICIANS, N.E.C.",19-4031,Chemical Technicians
216,"ENGINEERING TECHNICIANS, N.E.C.",19-4041,Geological and Petroleum Technicians
216,"ENGINEERING TECHNICIANS, N.E.C.",27-3042,Technical Writers
216,"ENGINEERING TECHNICIANS, N.E.C.",27-4011,Audio and Video Equipment Technicians
216,"ENGINEERING TECHNICIANS, N.E.C.",27-4014,Sound Engineering Technicians
216,"ENGINEERING TECHNICIANS, N.E.C.",27-4032,Film and Video Editors
216,"ENGINEERING TECHNICIANS, N.E.C.",51-4041,Machinists
216,"ENGINEERING TECHNICIANS, N.E.C.",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
217,DRAFTING OCCUPATIONS,17-3011,Architectural and Civil Drafters
217,DRAFTING OCCUPATIONS,17-3012,Electrical and Electronics Drafters
217,DRAFTING OCCUPATIONS,17-3013,Mechanical Drafters
217,DRAFTING OCCUPATIONS,17-3019,"Drafters, All Other"
218,SURVEYING AND MAPPING TECHNICIANS,17-1021,Cartographers and Photogrammetrists
218,SURVEYING AND MAPPING TECHNICIANS,17-3031,Surveying and Mapping Technicians
223,BIOLOGICAL TECHNICIANS,19-1021,Biochemists and Biophysicists
223,BIOLOGICAL TECHNICIANS,19-4011,Agricultural and Food Science Technicians
223,BIOLOGICAL TECHNICIANS,19-4021,Biological Technicians
223,BIOLOGICAL TECHNICIANS,19-4099,"Life, Physical, and Social Science Technicians, All Other"
223,BIOLOGICAL TECHNICIANS,37-3013,Tree Trimmers and Pruners
224,CHEMICAL TECHNICIANS,19-4011,Agricultural and Food Science Technicians
224,CHEMICAL TECHNICIANS,19-4031,Chemical Technicians
224,CHEMICAL TECHNICIANS,19-4091,"Environmental Science and Protection Technicians, Including Health"
224,CHEMICAL TECHNICIANS,19-4099,"Life, Physical, and Social Science Technicians, All Other"
225,"SCIENCE TECHNICIANS, N.E.C.",15-2091,Mathematical Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",17-3025,Environmental Engineering Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",17-3026,Industrial Engineering Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",17-3029,"Engineering Technicians, Except Drafters, All Other"
225,"SCIENCE TECHNICIANS, N.E.C.",17-3031,Surveying and Mapping Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",19-4011,Agricultural and Food Science Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",19-4031,Chemical Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",19-4041,Geological and Petroleum Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",19-4051,Nuclear Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",19-4091,"Environmental Science and Protection Technicians, Including Health"
225,"SCIENCE TECHNICIANS, N.E.C.",19-4092,Forensic Science Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",19-4099,"Life, Physical, and Social Science Technicians, All Other"
225,"SCIENCE TECHNICIANS, N.E.C.",27-4021,Photographers
225,"SCIENCE TECHNICIANS, N.E.C.",29-9012,Occupational Health and Safety Technicians
225,"SCIENCE TECHNICIANS, N.E.C.",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
226,AIRPLANE PILOTS AND NAVIGATORS,11-3071,"Transportation, Storage, and Distribution Managers"
226,AIRPLANE PILOTS AND NAVIGATORS,17-3029,"Engineering Technicians, Except Drafters, All Other"
226,AIRPLANE PILOTS AND NAVIGATORS,53-2011,"Airline Pilots, Copilots, and Flight Engineers"
226,AIRPLANE PILOTS AND NAVIGATORS,53-2012,Commercial Pilots
226,AIRPLANE PILOTS AND NAVIGATORS,53-6099,"Transportation Workers, All Other"
227,AIR TRAFFIC CONTROLLERS,53-2021,Air Traffic Controllers
228,BROADCAST EQUIPMENT OPERATORS,27-4012,Broadcast Technicians
228,BROADCAST EQUIPMENT OPERATORS,27-4013,Radio Operators
229,COMPUTER PROGRAMMERS,15-1131,Computer Programmers
233,"TOOL PROGRAMMERS, NUMERICAL CONTROL",51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
234,LEGAL ASSISTANTS,23-1012,Judicial Law Clerks
234,LEGAL ASSISTANTS,23-2011,Paralegals and Legal Assistants**
234,LEGAL ASSISTANTS,23-2093,"Title Examiners, Abstractors, and Searchers"
234,LEGAL ASSISTANTS,23-2099,"Legal Support Workers, All Other"
235,"TECHNICIANS, N.E.C.",11-9199,"Managers, All Other"
235,"TECHNICIANS, N.E.C.",13-1121,"Meeting, Convention, and Event Planners**"
235,"TECHNICIANS, N.E.C.",13-1161,Market Research Analysts and Marketing Specialists**
235,"TECHNICIANS, N.E.C.",13-1199,"Business Operations Specialists, All Other"
235,"TECHNICIANS, N.E.C.",15-1122,Information Security Analysts
235,"TECHNICIANS, N.E.C.",15-1134,Web Developers
235,"TECHNICIANS, N.E.C.",15-1142,Network and Computer Systems Administrators**
235,"TECHNICIANS, N.E.C.",15-1143,Computer Network Architects**
235,"TECHNICIANS, N.E.C.",15-1151,Computer User Support Specialists
235,"TECHNICIANS, N.E.C.",15-1152,Computer Network Support Specialists
235,"TECHNICIANS, N.E.C.",17-3022,Civil Engineering Technicians
235,"TECHNICIANS, N.E.C.",17-3029,"Engineering Technicians, Except Drafters, All Other"
235,"TECHNICIANS, N.E.C.",19-2042,"Geoscientists, Except Hydrologists and Geographers"
235,"TECHNICIANS, N.E.C.",19-4011,Agricultural and Food Science Technicians
235,"TECHNICIANS, N.E.C.",19-4021,Biological Technicians
235,"TECHNICIANS, N.E.C.",19-4051,Nuclear Technicians
235,"TECHNICIANS, N.E.C.",19-4061,Social Science Research Assistants
235,"TECHNICIANS, N.E.C.",25-4013,Museum Technicians and Conservators
235,"TECHNICIANS, N.E.C.",25-9041,Teacher Assistants
235,"TECHNICIANS, N.E.C.",27-1012,Craft Artists
235,"TECHNICIANS, N.E.C.",27-3099,"Media and Communication Workers, All Other"
235,"TECHNICIANS, N.E.C.",27-4011,Audio and Video Equipment Technicians
235,"TECHNICIANS, N.E.C.",27-4012,Broadcast Technicians
235,"TECHNICIANS, N.E.C.",27-4014,Sound Engineering Technicians
235,"TECHNICIANS, N.E.C.",33-3021,Detectives and Criminal Investigators
235,"TECHNICIANS, N.E.C.",33-9093,Transportation Security Screeners**
235,"TECHNICIANS, N.E.C.",33-9099,"Protective Service Workers, All Other"
235,"TECHNICIANS, N.E.C.",39-4011,Embalmers
235,"TECHNICIANS, N.E.C.",43-9061,"Office Clerks, General"
235,"TECHNICIANS, N.E.C.",51-5111,Prepress Technicians and Workers
235,"TECHNICIANS, N.E.C.",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
235,"TECHNICIANS, N.E.C.",51-9071,Jewelers and Precious Stone and Metal Workers
235,"TECHNICIANS, N.E.C.",53-6041,Traffic Technicians
235,"TECHNICIANS, N.E.C.",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
235,"TECHNICIANS, N.E.C.",55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
243,"SUPERVISORS AND PROPRIETORS, SALES OCCUPATIONS,SALARIED&SELF-EMPLOYED",41-1011,First-Line Supervisors of Retail Sales Workers
243,"SUPERVISORS AND PROPRIETORS, SALES OCCUPATIONS,SALARIED&SELF-EMPLOYED",41-1012,First-Line Supervisors of Non-Retail Sales Workers
243,"SUPERVISORS AND PROPRIETORS, SALES OCCUPATIONS,SALARIED&SELF-EMPLOYED",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
253,INSURANCE SALES OCCUPATIONS,41-3021,Insurance Sales Agents
254,REAL ESTATE SALES OCCUPATIONS,11-9141,"Property, Real Estate, and Community Association Managers"
254,REAL ESTATE SALES OCCUPATIONS,13-2021,Appraisers and Assessors of Real Estate
254,REAL ESTATE SALES OCCUPATIONS,41-9021,Real Estate Brokers
254,REAL ESTATE SALES OCCUPATIONS,41-9022,Real Estate Sales Agents
255,SECURITIES AND FINANCIAL SERVICES SALES OCCUPATIONS,41-3031,"Securities, Commodities, and Financial Services Sales Agents"
256,ADVERTISING AND RELATED SALES OCCUPATIONS,41-3011,Advertising Sales Agents
257,"SALES OCCUPATIONS, OTHER BUSINESS  SERVICES",41-3099,"Sales Representatives, Services, All Other"
258,SALES ENGINEERS,41-9031,Sales Engineers
259,"SALES REPRESENTATIVES, MINING, MANUFACTURING, AND WHOLSALE",41-2031,Retail Salespersons
259,"SALES REPRESENTATIVES, MINING, MANUFACTURING, AND WHOLSALE",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
259,"SALES REPRESENTATIVES, MINING, MANUFACTURING, AND WHOLSALE",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
263,"SALES WORKERS, MOTOR VEHICLES AND BOATS",41-2031,Retail Salespersons
264,"SALES WORKERS, APPAREL",41-2031,Retail Salespersons
265,"SALES WORKERS, SHOES",41-2031,Retail Salespersons
265,"SALES WORKERS, SHOES",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
266,"SALES WORKERS, FURNITURE AND HOME FURNISHINGS",41-2031,Retail Salespersons
266,"SALES WORKERS, FURNITURE AND HOME FURNISHINGS",41-3099,"Sales Representatives, Services, All Other"
266,"SALES WORKERS, FURNITURE AND HOME FURNISHINGS",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
267,"SALES WORKERS, RADIO, TV, HI-FI, AND APPLIANCES",41-2031,Retail Salespersons
267,"SALES WORKERS, RADIO, TV, HI-FI, AND APPLIANCES",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
268,"SALES WORKERS, HARDWARE AND BUILDING SUPPLIES",41-2031,Retail Salespersons
268,"SALES WORKERS, HARDWARE AND BUILDING SUPPLIES",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
269,"SALES WORKERS, PARTS",41-2022,Parts Salespersons
274,"SALES WORKERS, OTHER COMMODITIES",11-2031,Public Relations and Fundraising Managers
274,"SALES WORKERS, OTHER COMMODITIES",13-1131,Fundraisers
274,"SALES WORKERS, OTHER COMMODITIES",41-2021,Counter and Rental Clerks
274,"SALES WORKERS, OTHER COMMODITIES",41-2031,Retail Salespersons
274,"SALES WORKERS, OTHER COMMODITIES",41-3041,Travel Agents
274,"SALES WORKERS, OTHER COMMODITIES",41-3099,"Sales Representatives, Services, All Other"
274,"SALES WORKERS, OTHER COMMODITIES",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
274,"SALES WORKERS, OTHER COMMODITIES",41-9099,"Sales and Related Workers, All Other"
274,"SALES WORKERS, OTHER COMMODITIES",43-5081,Stock Clerks and Order Fillers
275,SALES COUNTER CLERKS,41-2021,Counter and Rental Clerks
276,CASHIERS,35-9099,"Food Preparation and Serving Related Workers, All Other"
276,CASHIERS,41-2011,Cashiers
276,CASHIERS,41-2012,Gaming Change Persons and Booth Cashiers
276,CASHIERS,43-3041,Gaming Cage Workers
276,CASHIERS,43-3099,"Financial Clerks, All Other"
276,CASHIERS,43-4151,Order Clerks
276,CASHIERS,43-9199,"Office and Administrative Support Workers, All Other"
277,STREET AND DOOR-TO-DOOR SALES WORKERS,41-1012,First-Line Supervisors of Non-Retail Sales Workers
277,STREET AND DOOR-TO-DOOR SALES WORKERS,41-9041,Telemarketers
277,STREET AND DOOR-TO-DOOR SALES WORKERS,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
278,NEWS VENDORS,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
283,"DEMONSTRATORS, PROMOTERS AND MODELS, SALES",41-3099,"Sales Representatives, Services, All Other"
283,"DEMONSTRATORS, PROMOTERS AND MODELS, SALES",41-9011,Demonstrators and Product Promoters
283,"DEMONSTRATORS, PROMOTERS AND MODELS, SALES",41-9012,Models
284,AUCTIONEERS,13-1131,Fundraisers
284,AUCTIONEERS,41-9099,"Sales and Related Workers, All Other"
285,"SALES SUPPORT OCCUPATIONS, N.E.C.",13-1131,Fundraisers
285,"SALES SUPPORT OCCUPATIONS, N.E.C.",27-1019,"Artists and Related Workers, All Other"
285,"SALES SUPPORT OCCUPATIONS, N.E.C.",29-2081,"Opticians, Dispensing"
285,"SALES SUPPORT OCCUPATIONS, N.E.C.",41-3099,"Sales Representatives, Services, All Other"
285,"SALES SUPPORT OCCUPATIONS, N.E.C.",41-9099,"Sales and Related Workers, All Other"
285,"SALES SUPPORT OCCUPATIONS, N.E.C.",43-5021,Couriers and Messengers
285,"SALES SUPPORT OCCUPATIONS, N.E.C.",43-5081,Stock Clerks and Order Fillers
303,"SUPERVISORS, GENERAL OFFICE",43-1011,First-Line Supervisors of Office and Administrative Support Workers
304,"SUPERVISORS, COMPUTER EQUIPMENT OPERATORS",43-1011,First-Line Supervisors of Office and Administrative Support Workers
305,"SUPERVISORS, FINANCIAL RECORDS PROCESSING",43-1011,First-Line Supervisors of Office and Administrative Support Workers
306,CHIEF COMMUNICATIONS OPERATORS,43-1011,First-Line Supervisors of Office and Administrative Support Workers
307,"SUPERVISORS, DISTRIBUTION, SCHEDULING AND ADJUSTING CLERKS",43-1011,First-Line Supervisors of Office and Administrative Support Workers
308,COMPUTER OPERATORS,43-9011,Computer Operators
309,PERIPHERAL EQUIPMENT OPERATORS,43-9011,Computer Operators
313,SECRETARIES,43-6012,Legal Secretaries
313,SECRETARIES,43-6013,Medical Secretaries
313,SECRETARIES,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
314,STENOGRAPHERS,23-2091,Court Reporters
314,STENOGRAPHERS,31-9094,Medical Transcriptionists
314,STENOGRAPHERS,43-9022,Word Processors and Typists
315,TYPISTS,43-9022,Word Processors and Typists
316,INTERVIEWERS,43-4061,"Eligibility Interviewers, Government Programs"
316,INTERVIEWERS,43-4111,"Interviewers, Except Eligibility and Loan"
316,INTERVIEWERS,43-4131,Loan Interviewers and Clerks
316,INTERVIEWERS,43-4141,New Accounts Clerks
317,HOTEL CLERKS,43-4081,"Hotel, Motel, and Resort Desk Clerks"
318,TRANSPORTATION TICKET AND RESERVATION AGENTS,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks
319,RECEPTIONISTS,43-4171,Receptionists and Information Clerks
323,"INFORMATION CLERKS, N.E.C.",43-2099,"Communications Equipment Operators, All Other"
323,"INFORMATION CLERKS, N.E.C.",43-3099,"Financial Clerks, All Other"
323,"INFORMATION CLERKS, N.E.C.",43-4131,Loan Interviewers and Clerks
323,"INFORMATION CLERKS, N.E.C.",43-4171,Receptionists and Information Clerks
323,"INFORMATION CLERKS, N.E.C.",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks
323,"INFORMATION CLERKS, N.E.C.",43-9199,"Office and Administrative Support Workers, All Other"
325,CLASSIFIED-AD CLERKS,43-4151,Order Clerks
326,CORRESPONDENCE CLERKS,43-4021,Correspondence Clerks
327,ORDER CLERKS,43-3061,Procurement Clerks
327,ORDER CLERKS,43-4051,Customer Service Representatives
327,ORDER CLERKS,43-4151,Order Clerks
327,ORDER CLERKS,43-9061,"Office Clerks, General"
328,"PERSONNEL CLERKS, EXCEPT PAYROLL AND TIMEKEEPING",13-1071,Human Resources Specialists**
328,"PERSONNEL CLERKS, EXCEPT PAYROLL AND TIMEKEEPING",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping"
329,LIBRARY CLERKS,43-4121,"Library Assistants, Clerical"
335,FILE CLERKS,43-4071,File Clerks
336,RECORDS CLERKS,43-3021,Billing and Posting Clerks
336,RECORDS CLERKS,43-3099,"Financial Clerks, All Other"
336,RECORDS CLERKS,43-4011,Brokerage Clerks
336,RECORDS CLERKS,43-4021,Correspondence Clerks
336,RECORDS CLERKS,43-4051,Customer Service Representatives
336,RECORDS CLERKS,43-5061,"Production, Planning, and Expediting Clerks"
336,RECORDS CLERKS,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
336,RECORDS CLERKS,43-9041,Insurance Claims and Policy Processing Clerks
336,RECORDS CLERKS,43-9061,"Office Clerks, General"
336,RECORDS CLERKS,43-9199,"Office and Administrative Support Workers, All Other"
336,RECORDS CLERKS,55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
337,"BOOKKEEPERS, ACCOUNTING AND AUDITING CLERKS",13-2082,Tax Preparers
337,"BOOKKEEPERS, ACCOUNTING AND AUDITING CLERKS",43-3021,Billing and Posting Clerks
337,"BOOKKEEPERS, ACCOUNTING AND AUDITING CLERKS",43-3031,"Bookkeeping, Accounting, and Auditing Clerks"
337,"BOOKKEEPERS, ACCOUNTING AND AUDITING CLERKS",43-3099,"Financial Clerks, All Other"
337,"BOOKKEEPERS, ACCOUNTING AND AUDITING CLERKS",43-4011,Brokerage Clerks
337,"BOOKKEEPERS, ACCOUNTING AND AUDITING CLERKS",43-9199,"Office and Administrative Support Workers, All Other"
338,PAYROLL AND TIMEKEEPING CLERKS,43-3051,Payroll and Timekeeping Clerks
339,BILLING CLERKS,43-3021,Billing and Posting Clerks
343,COST AND RATE CLERKS,43-3021,Billing and Posting Clerks
343,COST AND RATE CLERKS,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks
344,"BILLING, POSTING, AND CALCULATING MACHINE OPERATORS",41-2011,Cashiers
344,"BILLING, POSTING, AND CALCULATING MACHINE OPERATORS",43-3021,Billing and Posting Clerks
344,"BILLING, POSTING, AND CALCULATING MACHINE OPERATORS",43-3031,"Bookkeeping, Accounting, and Auditing Clerks"
344,"BILLING, POSTING, AND CALCULATING MACHINE OPERATORS",43-9061,"Office Clerks, General"
345,DUPLICATING MACHINE OPERATORS,43-9071,"Office Machine Operators, Except Computer"
346,MAIL PREPARING AND PAPER HANDLING MACHINE OPERATORS,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service"
347,"OFFICE MACHINE OPERATORS, N.E.C.",43-3099,"Financial Clerks, All Other"
347,"OFFICE MACHINE OPERATORS, N.E.C.",43-9199,"Office and Administrative Support Workers, All Other"
348,TELEPHONE OPERATORS,43-2011,"Switchboard Operators, Including Answering Service"
348,TELEPHONE OPERATORS,43-2021,Telephone Operators
348,TELEPHONE OPERATORS,43-2099,"Communications Equipment Operators, All Other"
348,TELEPHONE OPERATORS,55-3015,Command and Control Center Specialists
349,TELEGRAPHERS,43-2099,"Communications Equipment Operators, All Other"
349,TELEGRAPHERS,43-9022,Word Processors and Typists
353,"COMMUNICATIONS EQUIPMENT OPERATORS, N.E.C.",43-2011,"Switchboard Operators, Including Answering Service"
353,"COMMUNICATIONS EQUIPMENT OPERATORS, N.E.C.",43-3099,"Financial Clerks, All Other"
353,"COMMUNICATIONS EQUIPMENT OPERATORS, N.E.C.",43-5031,"Police, Fire, and Ambulance Dispatchers"
