occ1980,occ1980_title,soc2010,soc2010_title
506,AUTOMOBILE MECHANIC APPRENTICES,51-3099,"Food Processing Workers, All Other"
506,AUTOMOBILE MECHANIC APPRENTICES,51-9199,"Production Workers, All Other"
507,"BUS, TRUCK, AND STATIONARY ENGINE MECHANICS",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
507,"BUS, TRUCK, AND STATIONARY ENGINE MECHANICS",51-2031,Engine and Other Machine Assemblers
508,AIRCRAFT ENGINE MECHANICS,49-3011,Aircraft Mechanics and Service Technicians
509,SMALL ENGINE REPAIRERS,49-3051,Motorboat Mechanics and Service Technicians
509,SMALL ENGINE REPAIRERS,49-3052,Motorcycle Mechanics
509,SMALL ENGINE REPAIRERS,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics
514,AUTOMOBILE BODY AND RELATED REPAIRERS,47-2231,Solar Photovoltaic Installers**
514,AUTOMOBILE BODY AND RELATED REPAIRERS,49-3021,Automotive Body and Related Repairers
514,AUTOMOBILE BODY AND RELATED REPAIRERS,49-3022,Automotive Glass Installers and Repairers
514,AUTOMOBILE BODY AND RELATED REPAIRERS,49-3023,Automotive Service Technicians and Mechanics
514,AUTOMOBILE BODY AND RELATED REPAIRERS,49-3052,Motorcycle Mechanics
514,AUTOMOBILE BODY AND RELATED REPAIRERS,49-9081,Wind Turbine Service Technicians
514,AUTOMOBILE BODY AND RELATED REPAIRERS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
514,AUTOMOBILE BODY AND RELATED REPAIRERS,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
514,AUTOMOBILE BODY AND RELATED REPAIRERS,53-7061,Cleaners of Vehicles and Equipment
515,"AIRCRAFT MECHANICS, EXC. ENGINE",47-2231,Solar Photovoltaic Installers**
515,"AIRCRAFT MECHANICS, EXC. ENGINE",49-3011,Aircraft Mechanics and Service Technicians
515,"AIRCRAFT MECHANICS, EXC. ENGINE",49-9081,Wind Turbine Service Technicians
515,"AIRCRAFT MECHANICS, EXC. ENGINE",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
515,"AIRCRAFT MECHANICS, EXC. ENGINE",51-9022,"Grinding and Polishing Workers, Hand"
516,HEAVY EQUIPMENT MECHANICS,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines"
516,HEAVY EQUIPMENT MECHANICS,49-3043,Rail Car Repairers
517,FARM EQUIPMENT MECHANICS,49-3041,Farm Equipment Mechanics and Service Technicians
517,FARM EQUIPMENT MECHANICS,49-9043,"Maintenance Workers, Machinery"
518,INDUSTRIAL MACHINERY REPAIRERS,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
518,INDUSTRIAL MACHINERY REPAIRERS,49-9041,Industrial Machinery Mechanics
518,INDUSTRIAL MACHINERY REPAIRERS,51-4041,Machinists
519,MACHINERY MAINTENANCE OCCUPATIONS,47-2231,Solar Photovoltaic Installers**
519,MACHINERY MAINTENANCE OCCUPATIONS,49-2092,"Electric Motor, Power Tool, and Related Repairers"
519,MACHINERY MAINTENANCE OCCUPATIONS,49-9041,Industrial Machinery Mechanics
519,MACHINERY MAINTENANCE OCCUPATIONS,49-9043,"Maintenance Workers, Machinery"
519,MACHINERY MAINTENANCE OCCUPATIONS,49-9081,Wind Turbine Service Technicians
519,MACHINERY MAINTENANCE OCCUPATIONS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
519,MACHINERY MAINTENANCE OCCUPATIONS,51-3099,"Food Processing Workers, All Other"
519,MACHINERY MAINTENANCE OCCUPATIONS,51-4194,"Tool Grinders, Filers, and Sharpeners"
519,MACHINERY MAINTENANCE OCCUPATIONS,51-9199,"Production Workers, All Other"
519,MACHINERY MAINTENANCE OCCUPATIONS,53-7061,Cleaners of Vehicles and Equipment
519,MACHINERY MAINTENANCE OCCUPATIONS,55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",47-2111,Electricians
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",47-2231,Solar Photovoltaic Installers**
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",49-2011,"Computer, Automated Teller, and Office Machine Repairers"
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers"
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",49-2092,"Electric Motor, Power Tool, and Related Repairers"
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",49-2097,Electronic Home Entertainment Equipment Installers and Repairers
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",49-9052,Telecommunications Line Installers and Repairers
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",49-9097,Signal and Track Switch Repairers
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",51-3099,"Food Processing Workers, All Other"
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
523,"ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT",51-9199,"Production Workers, All Other"
525,DATA PROCESSING EQUIPMENT REPAIR,49-2011,"Computer, Automated Teller, and Office Machine Repairers"
525,DATA PROCESSING EQUIPMENT REPAIR,51-2022,Electrical and Electronic Equipment Assemblers
526,HOUSEHOLD APPLIANCE AND POWER TOOL REPAIRERS,49-2092,"Electric Motor, Power Tool, and Related Repairers"
526,HOUSEHOLD APPLIANCE AND POWER TOOL REPAIRERS,49-9031,Home Appliance Repairers
527,TELEPHONE LINE INSTALLERS AND REPAIRERS,49-9051,Electrical Power-Line Installers and Repairers
527,TELEPHONE LINE INSTALLERS AND REPAIRERS,49-9052,Telecommunications Line Installers and Repairers
529,TELEPHONE INSTALLERS AND REPAIRERS,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
533,MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS,47-2111,Electricians
533,MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS,47-2231,Solar Photovoltaic Installers**
533,MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS,49-2091,Avionics Technicians
533,MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS,49-2092,"Electric Motor, Power Tool, and Related Repairers"
533,MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
533,MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
533,MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles"
533,MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS,49-3023,Automotive Service Technicians and Mechanics
533,MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS,49-9051,Electrical Power-Line Installers and Repairers
534,"HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS",47-2231,Solar Photovoltaic Installers**
534,"HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
534,"HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS",49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",17-3023,Electrical and Electronics Engineering Technicians
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",47-2231,Solar Photovoltaic Installers**
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-9041,Industrial Machinery Mechanics
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-9061,Camera and Photographic Equipment Repairers
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-9062,Medical Equipment Repairers
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-9063,Musical Instrument Repairers and Tuners
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-9064,Watch Repairers
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-9069,"Precision Instrument and Equipment Repairers, All Other"
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-9081,Wind Turbine Service Technicians
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
535,"CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
536,LOCKSMITHS AND SAFE REPAIRERS,49-9094,Locksmiths and Safe Repairers
538,OFFICE MACHINE REPAIRERS,49-2011,"Computer, Automated Teller, and Office Machine Repairers"
539,MECHANICAL CONTROLS AND VALVE  REPAIRERS,47-2231,Solar Photovoltaic Installers**
539,MECHANICAL CONTROLS AND VALVE  REPAIRERS,49-3011,Aircraft Mechanics and Service Technicians
539,MECHANICAL CONTROLS AND VALVE  REPAIRERS,49-3043,Rail Car Repairers
539,MECHANICAL CONTROLS AND VALVE  REPAIRERS,49-9011,Mechanical Door Repairers
539,MECHANICAL CONTROLS AND VALVE  REPAIRERS,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
539,MECHANICAL CONTROLS AND VALVE  REPAIRERS,49-9031,Home Appliance Repairers
539,MECHANICAL CONTROLS AND VALVE  REPAIRERS,49-9081,Wind Turbine Service Technicians
539,MECHANICAL CONTROLS AND VALVE  REPAIRERS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
539,MECHANICAL CONTROLS AND VALVE  REPAIRERS,53-7072,"Pump Operators, Except Wellhead Pumpers"
543,ELEVATOR INSTALLERS AND REPAIRER,47-4021,Elevator Installers and Repairers
544,MILLWRIGHTS,49-9044,Millwrights
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",25-4013,Museum Technicians and Conservators
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",47-2031,Carpenters
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",47-2231,Solar Photovoltaic Installers**
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-2092,"Electric Motor, Power Tool, and Related Repairers"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-3011,Aircraft Mechanics and Service Technicians
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-3091,Bicycle Repairers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-3092,Recreational Vehicle Service Technicians
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-3093,Tire Repairers and Changers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9031,Home Appliance Repairers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9041,Industrial Machinery Mechanics
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9043,"Maintenance Workers, Machinery"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9062,Medical Equipment Repairers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9071,"Maintenance and Repair Workers, General"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9081,Wind Turbine Service Technicians
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9092,Commercial Divers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9093,"Fabric Menders, Except Garment"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9095,Manufactured Building and Mobile Home Installers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9096,Riggers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-3099,"Food Processing Workers, All Other"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-4199,"Metal Workers and Plastic Workers, All Other"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-6041,Shoe and Leather Workers and Repairers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-7021,Furniture Finishers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-9022,"Grinding and Polishing Workers, Hand"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-9031,"Cutters and Trimmers, Hand"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-9123,"Painting, Coating, and Decorating Workers"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-9198,Helpers--Production Workers
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",51-9199,"Production Workers, All Other"
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",53-7061,Cleaners of Vehicles and Equipment
547,"SPECIFIED MECHANICS AND REPAIRERS, N.E.C.",55-3014,Artillery and Missile Crew Members
553,"SUPERVISORS, BRICKMASONS, STONEMASONS, AND TILE SETTERS",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
554,"SUPERVISORS, CARPENTERS AND RELATED WORKERS",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
555,"SUPERVISORS, ELECTRICIANS AND POWER TRANSMISSION INSTALLERS",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
556,"SUPERVISORS, PAINTERS, PAPERHANGERS AND PLASTERERS",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
557,"SUPERVISORS, PLUMBERS, PIPEFITTERS AND STEAMFITTERS",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
557,"SUPERVISORS, PLUMBERS, PIPEFITTERS AND STEAMFITTERS",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
558,"SUPERVISORS, N.E.C.",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
558,"SUPERVISORS, N.E.C.",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
558,"SUPERVISORS, N.E.C.",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
563,"BRICKMASONS AND STONEMASONS, EXCEPT APPRENTICES",47-2021,Brickmasons and Blockmasons
563,"BRICKMASONS AND STONEMASONS, EXCEPT APPRENTICES",47-2022,Stonemasons
563,"BRICKMASONS AND STONEMASONS, EXCEPT APPRENTICES",47-2231,Solar Photovoltaic Installers**
563,"BRICKMASONS AND STONEMASONS, EXCEPT APPRENTICES",47-4099,"Construction and Related Workers, All Other"
564,BRICKMASON AND STONEMASON APPRENTICES,47-2021,Brickmasons and Blockmasons
564,BRICKMASON AND STONEMASON APPRENTICES,47-2022,Stonemasons
564,BRICKMASON AND STONEMASON APPRENTICES,47-2231,Solar Photovoltaic Installers**
564,BRICKMASON AND STONEMASON APPRENTICES,47-4099,"Construction and Related Workers, All Other"
565,"TILE SETTERS, HARD AND SOFT",47-2041,Carpet Installers
565,"TILE SETTERS, HARD AND SOFT",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
565,"TILE SETTERS, HARD AND SOFT",47-2044,Tile and Marble Setters
566,CARPET INSTALLERS,47-2041,Carpet Installers
566,CARPET INSTALLERS,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
567,"CARPENTERS, EXCEPT APPRENTICES",47-2031,Carpenters
567,"CARPENTERS, EXCEPT APPRENTICES",47-2081,Drywall and Ceiling Tile Installers
567,"CARPENTERS, EXCEPT APPRENTICES",49-3092,Recreational Vehicle Service Technicians
569,CARPENTER APPRENTICES,47-2031,Carpenters
569,CARPENTER APPRENTICES,47-2081,Drywall and Ceiling Tile Installers
569,CARPENTER APPRENTICES,49-3092,Recreational Vehicle Service Technicians
573,DRYWALL INSTALLERS,47-2031,Carpenters
573,DRYWALL INSTALLERS,47-2081,Drywall and Ceiling Tile Installers
573,DRYWALL INSTALLERS,47-2082,Tapers
575,"ELECTRICIANS, EXCEPT APPRENTICES",47-2111,Electricians
575,"ELECTRICIANS, EXCEPT APPRENTICES",47-2231,Solar Photovoltaic Installers**
575,"ELECTRICIANS, EXCEPT APPRENTICES",49-2098,Security and Fire Alarm Systems Installers
575,"ELECTRICIANS, EXCEPT APPRENTICES",49-9071,"Maintenance and Repair Workers, General"
576,ELECTRICIAN APPRENTICES,47-2111,Electricians
576,ELECTRICIAN APPRENTICES,47-2231,Solar Photovoltaic Installers**
576,ELECTRICIAN APPRENTICES,49-2098,Security and Fire Alarm Systems Installers
576,ELECTRICIAN APPRENTICES,49-9071,"Maintenance and Repair Workers, General"
577,ELECTRICAL POWER INSTALLERS AND REPAIRERS,47-2231,Solar Photovoltaic Installers**
577,ELECTRICAL POWER INSTALLERS AND REPAIRERS,47-4099,"Construction and Related Workers, All Other"
577,ELECTRICAL POWER INSTALLERS AND REPAIRERS,49-2092,"Electric Motor, Power Tool, and Related Repairers"
577,ELECTRICAL POWER INSTALLERS AND REPAIRERS,49-9051,Electrical Power-Line Installers and Repairers
577,ELECTRICAL POWER INSTALLERS AND REPAIRERS,51-3099,"Food Processing Workers, All Other"
577,ELECTRICAL POWER INSTALLERS AND REPAIRERS,51-9199,"Production Workers, All Other"
579,"PAINTERS, CONSTRUCTION AND MAINTENANCE",47-2141,"Painters, Construction and Maintenance"
579,"PAINTERS, CONSTRUCTION AND MAINTENANCE",51-9122,"Painters, Transportation Equipment"
579,"PAINTERS, CONSTRUCTION AND MAINTENANCE",51-9123,"Painting, Coating, and Decorating Workers"
583,PAPERHANGERS,47-2142,Paperhangers
584,PLASTERERS,47-2161,Plasterers and Stucco Masons
585,"PLUMBERS, EXCEPT APPRENTICES",47-2061,Construction Laborers
585,"PLUMBERS, EXCEPT APPRENTICES",47-2152,"Plumbers, Pipefitters, and Steamfitters"
585,"PLUMBERS, EXCEPT APPRENTICES",47-2231,Solar Photovoltaic Installers**
585,"PLUMBERS, EXCEPT APPRENTICES",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
585,"PLUMBERS, EXCEPT APPRENTICES",49-9081,Wind Turbine Service Technicians
585,"PLUMBERS, EXCEPT APPRENTICES",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
587,"PLUMBER, PIPEFITTER, AND STEAMFITTER APPRENTICES",47-2061,Construction Laborers
587,"PLUMBER, PIPEFITTER, AND STEAMFITTER APPRENTICES",47-2152,"Plumbers, Pipefitters, and Steamfitters"
587,"PLUMBER, PIPEFITTER, AND STEAMFITTER APPRENTICES",47-2231,Solar Photovoltaic Installers**
587,"PLUMBER, PIPEFITTER, AND STEAMFITTER APPRENTICES",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
587,"PLUMBER, PIPEFITTER, AND STEAMFITTER APPRENTICES",49-9081,Wind Turbine Service Technicians
587,"PLUMBER, PIPEFITTER, AND STEAMFITTER APPRENTICES",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
588,CONCRETE AND TERRAZZO FINISHERS,47-2051,Cement Masons and Concrete Finishers
588,CONCRETE AND TERRAZZO FINISHERS,47-2053,Terrazzo Workers and Finishers
589,GLAZIERS,47-2121,Glaziers
593,INSULATION WORKERS,47-2131,"Insulation Workers, Floor, Ceiling, and Wall"
593,INSULATION WORKERS,47-2132,"Insulation Workers, Mechanical"
594,"PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",47-2061,Construction Laborers
594,"PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",47-2071,"Paving, Surfacing, and Tamping Equipment Operators"
594,"PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS",47-4061,Rail-Track Laying and Maintenance Equipment Operators
595,ROOFERS,47-2181,Roofers
595,ROOFERS,47-2231,Solar Photovoltaic Installers**
596,SHEETMETAL DUCT INSTALLERS,47-2211,Sheet Metal Workers
597,STRUCTURAL METAL WORKERS,47-2171,Reinforcing Iron and Rebar Workers
597,STRUCTURAL METAL WORKERS,47-2221,Structural Iron and Steel Workers
598,"DRILLERS, EARTH",47-5021,"Earth Drillers, Except Oil and Gas"
599,"CONSTRUCTION TRADES, N.E.C.",19-4099,"Life, Physical, and Social Science Technicians, All Other"
599,"CONSTRUCTION TRADES, N.E.C.",27-1023,Floral Designers
599,"CONSTRUCTION TRADES, N.E.C.",47-2021,Brickmasons and Blockmasons
599,"CONSTRUCTION TRADES, N.E.C.",47-2031,Carpenters
599,"CONSTRUCTION TRADES, N.E.C.",47-2043,Floor Sanders and Finishers
599,"CONSTRUCTION TRADES, N.E.C.",47-2053,Terrazzo Workers and Finishers
599,"CONSTRUCTION TRADES, N.E.C.",47-2061,Construction Laborers
599,"CONSTRUCTION TRADES, N.E.C.",47-2072,Pile-Driver Operators
599,"CONSTRUCTION TRADES, N.E.C.",47-2151,Pipelayers
599,"CONSTRUCTION TRADES, N.E.C.",47-2152,"Plumbers, Pipefitters, and Steamfitters"
599,"CONSTRUCTION TRADES, N.E.C.",47-2231,Solar Photovoltaic Installers**
599,"CONSTRUCTION TRADES, N.E.C.",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
599,"CONSTRUCTION TRADES, N.E.C.",47-3012,Helpers--Carpenters
599,"CONSTRUCTION TRADES, N.E.C.",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
599,"CONSTRUCTION TRADES, N.E.C.",47-4031,Fence Erectors
599,"CONSTRUCTION TRADES, N.E.C.",47-4051,Highway Maintenance Workers
599,"CONSTRUCTION TRADES, N.E.C.",47-4061,Rail-Track Laying and Maintenance Equipment Operators
599,"CONSTRUCTION TRADES, N.E.C.",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners
599,"CONSTRUCTION TRADES, N.E.C.",47-4099,"Construction and Related Workers, All Other"
599,"CONSTRUCTION TRADES, N.E.C.",47-5051,"Rock Splitters, Quarry"
599,"CONSTRUCTION TRADES, N.E.C.",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
599,"CONSTRUCTION TRADES, N.E.C.",49-9045,"Refractory Materials Repairers, Except Brickmasons"
599,"CONSTRUCTION TRADES, N.E.C.",51-3099,"Food Processing Workers, All Other"
599,"CONSTRUCTION TRADES, N.E.C.",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
599,"CONSTRUCTION TRADES, N.E.C.",51-9198,Helpers--Production Workers
599,"CONSTRUCTION TRADES, N.E.C.",51-9199,"Production Workers, All Other"
613,"SUPERVISORS, EXTRACTIVE OCCUPATIONS",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
613,"SUPERVISORS, EXTRACTIVE OCCUPATIONS",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
614,"DRILLERS, OIL WELL",47-5011,"Derrick Operators, Oil and Gas"
614,"DRILLERS, OIL WELL",47-5012,"Rotary Drill Operators, Oil and Gas"
615,EXPLOSIVES WORKERS,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters"
616,MINING MACHINE OPERATORS,47-5041,Continuous Mining Machine Operators
616,MINING MACHINE OPERATORS,47-5042,Mine Cutting and Channeling Machine Operators
616,MINING MACHINE OPERATORS,47-5081,Helpers--Extraction Workers
616,MINING MACHINE OPERATORS,47-5099,"Extraction Workers, All Other"
617,"MINING OCCUPATIONS, N.E.C.",47-2231,Solar Photovoltaic Installers**
617,"MINING OCCUPATIONS, N.E.C.",47-5013,"Service Unit Operators, Oil, Gas, and Mining"
617,"MINING OCCUPATIONS, N.E.C.",47-5061,"Roof Bolters, Mining"
617,"MINING OCCUPATIONS, N.E.C.",47-5071,"Roustabouts, Oil and Gas"
617,"MINING OCCUPATIONS, N.E.C.",47-5081,Helpers--Extraction Workers
617,"MINING OCCUPATIONS, N.E.C.",47-5099,"Extraction Workers, All Other"
617,"MINING OCCUPATIONS, N.E.C.",49-9081,Wind Turbine Service Technicians
617,"MINING OCCUPATIONS, N.E.C.",49-9099,"Installation, Maintenance, and Repair Workers, All Other"
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",11-3071,"Transportation, Storage, and Distribution Managers"
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",17-2112,Industrial Engineers
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",43-1011,First-Line Supervisors of Office and Administrative Support Workers
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",51-1011,First-Line Supervisors of Production and Operating Workers
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",51-3099,"Food Processing Workers, All Other"
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",51-9199,"Production Workers, All Other"
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
633,"SUPERVISORS, PRODUCTION OCCUPATIONS",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
634,"TOOL AND DIE MAKERS, EXCEPT APPRENTICES",51-4111,Tool and Die Makers
635,TOOL AND DIE MAKER APPRENTICES,51-4111,Tool and Die Makers
636,"PRECISION ASSEMBLERS, METAL",17-3024,Electro-Mechanical Technicians
636,"PRECISION ASSEMBLERS, METAL",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
636,"PRECISION ASSEMBLERS, METAL",51-2023,Electromechanical Equipment Assemblers
636,"PRECISION ASSEMBLERS, METAL",51-2031,Engine and Other Machine Assemblers
636,"PRECISION ASSEMBLERS, METAL",51-2041,Structural Metal Fabricators and Fitters
